cluster,customers,mean_balance,mean_purchases,mean_credit_limit
0,1406,4284.513616336411,2017.5027382645865,10084.21052631579
1,596,1094.4614832550335,3222.057483221476,4991.076876144295
2,992,1298.4525779566525,17.970151209677407,3004.6538978497983
3,1912,827.9869329220707,625.2938389121326,3574.251563754184
